1422748800000,{"e":[{"u":"string","n":"source","sv":"ci4lr75sl000802ypo4qrcjda23"},{"v":"6.1668213","u":"lon","n":"longitude"},{"v":"46.1927629","u":"lat","n":"latitude"},{"v":"8","u":"far","n":"temperature"},{"v":"53.7","u":"per","n":"humidity"},{"v":"0","u":"per","n":"light"},{"v":"411.02","u":"per","n":"dust"},{"v":"140","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748800000,{"e":[{"u":"string","n":"source","sv":"ci4lr75v6000a02ypa256zigk27"},{"v":"6.211192","u":"lon","n":"longitude"},{"v":"46.246715","u":"lat","n":"latitude"},{"v":"7.5","u":"far","n":"temperature"},{"v":"48.8","u":"per","n":"humidity"},{"v":"0","u":"per","n":"light"},{"v":"3148.78","u":"per","n":"dust"},{"v":"11","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748800000,{"e":[{"u":"string","n":"source","sv":"ci4oethyi000302ymejc2wc2j2"},{"v":"-43.178667","u":"lon","n":"longitude"},{"v":"-22.919665","u":"lat","n":"latitude"},{"v":"31.3","u":"far","n":"temperature"},{"v":"51.7","u":"per","n":"humidity"},{"v":"0","u":"per","n":"light"},{"v":"53.88","u":"per","n":"dust"},{"v":"36","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748800000,{"e":[{"u":"string","n":"source","sv":"ci4s0caqw000002wey2s695ph19"},{"v":"121.435432","u":"lon","n":"longitude"},{"v":"31.226463","u":"lat","n":"latitude"},{"v":"11.7","u":"far","n":"temperature"},{"v":"57","u":"per","n":"humidity"},{"v":"721","u":"per","n":"light"},{"v":"1591.11","u":"per","n":"dust"},{"v":"22","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748800000,{"e":[{"u":"string","n":"source","sv":"ci4usvy81000302s7whpk8qlp0"},{"v":"-122.230081","u":"lon","n":"longitude"},{"v":"37.790237","u":"lat","n":"latitude"},{"v":"35.2","u":"far","n":"temperature"},{"v":"12","u":"per","n":"humidity"},{"v":"713","u":"per","n":"light"},{"v":"305.01","u":"per","n":"dust"},{"v":"20","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748800000,{"e":[{"u":"string","n":"source","sv":"ci4v5wwl4000702s7t1u7rz4a6"},{"v":"103.812228","u":"lon","n":"longitude"},{"v":"1.326082","u":"lat","n":"latitude"},{"v":"28","u":"far","n":"temperature"},{"v":"89.1","u":"per","n":"humidity"},{"v":"1011","u":"per","n":"light"},{"v":"1285.96","u":"per","n":"dust"},{"v":"27","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748800000,{"e":[{"u":"string","n":"source","sv":"ci4vjer3i000e02s7r2cj23gs16"},{"v":"-43.1833012","u":"lon","n":"longitude"},{"v":"-22.9135667","u":"lat","n":"latitude"},{"v":"28.5","u":"far","n":"temperature"},{"v":"65.1","u":"per","n":"humidity"},{"v":"0","u":"per","n":"light"},{"v":"69.79","u":"per","n":"dust"},{"v":"27","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748800000,{"e":[{"u":"string","n":"source","sv":"ci4w1npi3000p02s7a43zws7q20"},{"v":"-71.119359","u":"lon","n":"longitude"},{"v":"42.390486","u":"lat","n":"latitude"},{"v":"-2.5","u":"far","n":"temperature"},{"v":"18.1","u":"per","n":"humidity"},{"v":"0","u":"per","n":"light"},{"v":"402.87","u":"per","n":"dust"},{"v":"13","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748800000,{"e":[{"u":"string","n":"source","sv":"ci4wmzegn000702tcc6dn993o11"},{"v":"121.443609","u":"lon","n":"longitude"},{"v":"31.233924","u":"lat","n":"latitude"},{"v":"13.1","u":"far","n":"temperature"},{"v":"33.8","u":"per","n":"humidity"},{"v":"396","u":"per","n":"light"},{"v":"2064.08","u":"per","n":"dust"},{"v":"39","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748800000,{"e":[{"u":"string","n":"source","sv":"ci4wsj9if000c02tcrquen3bl12"},{"v":"-22.980901","u":"lon","n":"longitude"},{"v":"-43.234095","u":"lat","n":"latitude"},{"v":"33.1","u":"far","n":"temperature"},{"v":"45.6","u":"per","n":"humidity"},{"v":"0","u":"per","n":"light"},{"v":"558.26","u":"per","n":"dust"},{"v":"29","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748800000,{"e":[{"u":"string","n":"source","sv":"ci4x8lumr000l02tco6291y1u5"},{"v":"77.644259","u":"lon","n":"longitude"},{"v":"12.96145","u":"lat","n":"latitude"},{"v":"23.8","u":"far","n":"temperature"},{"v":"46.3","u":"per","n":"humidity"},{"v":"0","u":"per","n":"light"},{"v":"1188.1","u":"per","n":"dust"},{"v":"15","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748800000,{"e":[{"u":"string","n":"source","sv":"ci4xs6uhw000403zz9za2guib25"},{"v":"77.5905334","u":"lon","n":"longitude"},{"v":"12.9127007","u":"lat","n":"latitude"},{"v":"26.4","u":"far","n":"temperature"},{"v":"35.3","u":"per","n":"humidity"},{"v":"0","u":"per","n":"light"},{"v":"2607.24","u":"per","n":"dust"},{"v":"33","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748800000,{"e":[{"u":"string","n":"source","sv":"ci4yfbbdb000d03zzoq8kjdl03"},{"v":"-122.430467","u":"lon","n":"longitude"},{"v":"37.767358","u":"lat","n":"latitude"},{"v":"24.5","u":"far","n":"temperature"},{"v":"37.7","u":"per","n":"humidity"},{"v":"160","u":"per","n":"light"},{"v":"533.87","u":"per","n":"dust"},{"v":"32","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748800000,{"e":[{"u":"string","n":"source","sv":"ci4yhy9yy000f03zznho5nm7c4"},{"v":"-122.428851","u":"lon","n":"longitude"},{"v":"37.73914","u":"lat","n":"latitude"},{"v":"20.1","u":"far","n":"temperature"},{"v":"48","u":"per","n":"humidity"},{"v":"2418","u":"per","n":"light"},{"v":"523.11","u":"per","n":"dust"},{"v":"24","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748800000,{"e":[{"u":"string","n":"source","sv":"ci525hppb00030347n3qo265c26"},{"v":"121.435574","u":"lon","n":"longitude"},{"v":"31.203442","u":"lat","n":"latitude"},{"v":"11.6","u":"far","n":"temperature"},{"v":"42","u":"per","n":"humidity"},{"v":"201","u":"per","n":"light"},{"v":"1492.67","u":"per","n":"dust"},{"v":"26","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748800000,{"e":[{"u":"string","n":"source","sv":"ci59onqz2000103z5f90u4k789"},{"v":"77.5964831","u":"lon","n":"longitude"},{"v":"12.9619378","u":"lat","n":"latitude"},{"v":"19.1","u":"far","n":"temperature"},{"v":"62.6","u":"per","n":"humidity"},{"v":"0","u":"per","n":"light"},{"v":"3339.93","u":"per","n":"dust"},{"v":"24","u":"per","n":"airquality_raw"}],"bt":1422748800000}
1422748801000,{"e":[{"u":"string","n":"source","sv":"ci4lr75se000502ypjgleg6kj4"},{"v":"6.149906","u":"lon","n":"longitude"},{"v":"46.212852","u":"lat","n":"latitude"},{"v":"3.6","u":"far","n":"temperature"},{"v":"45.2","u":"per","n":"humidity"},{"v":"0","u":"per","n":"light"},{"v":"1735.72","u":"per","n":"dust"},{"v":"15","u":"per","n":"airquality_raw"}],"bt":1422748801000}
