1417890600000,{"e":[{"u":"string","n":"subjectId","sv":"subject8"},{"v":"-9.2997","u":"m\/s2","n":"acc_chest_x"},{"v":"-0.671","u":"m\/s2","n":"acc_chest_y"},{"v":"2.2449","u":"m\/s2","n":"acc_chest_z"},{"v":"0.03349","u":"mV","n":"ecg_lead_1"},{"v":"0.025118","u":"mV","n":"ecg_lead_2"},{"v":"-0.56999","u":"m\/s2","n":"acc_ankle_x"},{"v":"-9.8471","u":"m\/s2","n":"acc_ankle_y"},{"v":"-1.5397","u":"m\/s2","n":"acc_ankle_z"},{"v":"-0.14657","u":"deg\/s","n":"gyro_ankle_x"},{"v":"-0.16886","u":"deg\/s","n":"gyro_ankle_y"},{"v":"0.76228","u":"deg\/s","n":"gyro_ankle_z"},{"v":"-0.36545","u":"tesla","n":"magnetometer_ankle_x"},{"v":"0.37063","u":"tesla","n":"magnetometer_ankle_y"},{"v":"0.1479","u":"tesla","n":"magnetometer_ankle_z"},{"v":"-2.1972","u":"m\/s2","n":"acc_arm_x"},{"v":"-9.486","u":"m\/s2","n":"acc_arm_y"},{"v":"-0.5993","u":"m\/s2","n":"acc_arm_z"},{"v":"-0.69412","u":"deg\/s","n":"gyro_arm_x"},{"v":"-0.28131","u":"deg\/s","n":"gyro_arm_y"},{"v":"-0.42457","u":"deg\/s","n":"gyro_arm_z"},{"v":"0.54751","u":"tesla","n":"magnetometer_arm_x"},{"v":"0.89116","u":"tesla","n":"magnetometer_arm_y"},{"v":"-1.081","u":"tesla","n":"magnetometer_arm_z"},{"v":"0","u":"number ","n":"label"}],"bt":"1417890600000"}
1417890600020,{"e":[{"u":"string","n":"subjectId","sv":"subject8"},{"v":"-9.3296","u":"m\/s2","n":"acc_chest_x"},{"v":"-0.6898","u":"m\/s2","n":"acc_chest_y"},{"v":"2.0748","u":"m\/s2","n":"acc_chest_z"},{"v":"0.062794","u":"mV","n":"ecg_lead_1"},{"v":"0.037677","u":"mV","n":"ecg_lead_2"},{"v":"-0.41798","u":"m\/s2","n":"acc_ankle_x"},{"v":"-9.7781","u":"m\/s2","n":"acc_ankle_y"},{"v":"-1.5764","u":"m\/s2","n":"acc_ankle_z"},{"v":"-0.14657","u":"deg\/s","n":"gyro_ankle_x"},{"v":"-0.16886","u":"deg\/s","n":"gyro_ankle_y"},{"v":"0.76228","u":"deg\/s","n":"gyro_ankle_z"},{"v":"-0.54617","u":"tesla","n":"magnetometer_ankle_x"},{"v":"0.0054617","u":"tesla","n":"magnetometer_ankle_y"},{"v":"0.15517","u":"tesla","n":"magnetometer_ankle_z"},{"v":"-1.9841","u":"m\/s2","n":"acc_arm_x"},{"v":"-9.6963","u":"m\/s2","n":"acc_arm_y"},{"v":"-0.63065","u":"m\/s2","n":"acc_arm_z"},{"v":"-0.6902","u":"deg\/s","n":"gyro_arm_x"},{"v":"-0.2731","u":"deg\/s","n":"gyro_arm_y"},{"v":"-0.44181","u":"deg\/s","n":"gyro_arm_z"},{"v":"0.0035208","u":"tesla","n":"magnetometer_arm_x"},{"v":"0.35208","u":"tesla","n":"magnetometer_arm_y"},{"v":"-1.0865","u":"tesla","n":"magnetometer_arm_z"},{"v":"0","u":"number ","n":"label"}],"bt":"1417890600020"}
1417890600040,{"e":[{"u":"string","n":"subjectId","sv":"subject8"},{"v":"-9.3448","u":"m\/s2","n":"acc_chest_x"},{"v":"-0.94215","u":"m\/s2","n":"acc_chest_y"},{"v":"2.0415","u":"m\/s2","n":"acc_chest_z"},{"v":"0.07954","u":"mV","n":"ecg_lead_1"},{"v":"0.025118","u":"mV","n":"ecg_lead_2"},{"v":"-0.15363","u":"m\/s2","n":"acc_ankle_x"},{"v":"-9.7191","u":"m\/s2","n":"acc_ankle_y"},{"v":"-1.6125","u":"m\/s2","n":"acc_ankle_z"},{"v":"-0.16141","u":"deg\/s","n":"gyro_ankle_x"},{"v":"-0.17073","u":"deg\/s","n":"gyro_ankle_y"},{"v":"0.77603","u":"deg\/s","n":"gyro_ankle_z"},{"v":"-0.36545","u":"tesla","n":"magnetometer_ankle_x"},{"v":"0.37063","u":"tesla","n":"magnetometer_ankle_y"},{"v":"0.1479","u":"tesla","n":"magnetometer_ankle_z"},{"v":"-2.1782","u":"m\/s2","n":"acc_arm_x"},{"v":"-9.5554","u":"m\/s2","n":"acc_arm_y"},{"v":"-0.54027","u":"m\/s2","n":"acc_arm_z"},{"v":"-0.6902","u":"deg\/s","n":"gyro_arm_x"},{"v":"-0.2731","u":"deg\/s","n":"gyro_arm_y"},{"v":"-0.44181","u":"deg\/s","n":"gyro_arm_z"},{"v":"0.18122","u":"tesla","n":"magnetometer_arm_x"},{"v":"0.16887","u":"tesla","n":"magnetometer_arm_y"},{"v":"-1.0811","u":"tesla","n":"magnetometer_arm_z"},{"v":"0","u":"number ","n":"label"}],"bt":"1417890600040"}
1417890600000,{"e":[{"u":"string","n":"subjectId","sv":"subject8"},{"v":"-9.2997","u":"m\/s2","n":"acc_chest_x"},{"v":"-0.671","u":"m\/s2","n":"acc_chest_y"},{"v":"2.2449","u":"m\/s2","n":"acc_chest_z"},{"v":"0.03349","u":"mV","n":"ecg_lead_1"},{"v":"0.025118","u":"mV","n":"ecg_lead_2"},{"v":"-0.56999","u":"m\/s2","n":"acc_ankle_x"},{"v":"-9.8471","u":"m\/s2","n":"acc_ankle_y"},{"v":"-1.5397","u":"m\/s2","n":"acc_ankle_z"},{"v":"-0.14657","u":"deg\/s","n":"gyro_ankle_x"},{"v":"-0.16886","u":"deg\/s","n":"gyro_ankle_y"},{"v":"0.76228","u":"deg\/s","n":"gyro_ankle_z"},{"v":"-0.36545","u":"tesla","n":"magnetometer_ankle_x"},{"v":"0.37063","u":"tesla","n":"magnetometer_ankle_y"},{"v":"0.1479","u":"tesla","n":"magnetometer_ankle_z"},{"v":"-2.1972","u":"m\/s2","n":"acc_arm_x"},{"v":"-9.486","u":"m\/s2","n":"acc_arm_y"},{"v":"-0.5993","u":"m\/s2","n":"acc_arm_z"},{"v":"-0.69412","u":"deg\/s","n":"gyro_arm_x"},{"v":"-0.28131","u":"deg\/s","n":"gyro_arm_y"},{"v":"-0.42457","u":"deg\/s","n":"gyro_arm_z"},{"v":"0.54751","u":"tesla","n":"magnetometer_arm_x"},{"v":"0.89116","u":"tesla","n":"magnetometer_arm_y"},{"v":"-1.081","u":"tesla","n":"magnetometer_arm_z"},{"v":"0","u":"number ","n":"label"}],"bt":"1417890600000"}
1417890600020,{"e":[{"u":"string","n":"subjectId","sv":"subject8"},{"v":"-9.3296","u":"m\/s2","n":"acc_chest_x"},{"v":"-0.6898","u":"m\/s2","n":"acc_chest_y"},{"v":"2.0748","u":"m\/s2","n":"acc_chest_z"},{"v":"0.062794","u":"mV","n":"ecg_lead_1"},{"v":"0.037677","u":"mV","n":"ecg_lead_2"},{"v":"-0.41798","u":"m\/s2","n":"acc_ankle_x"},{"v":"-9.7781","u":"m\/s2","n":"acc_ankle_y"},{"v":"-1.5764","u":"m\/s2","n":"acc_ankle_z"},{"v":"-0.14657","u":"deg\/s","n":"gyro_ankle_x"},{"v":"-0.16886","u":"deg\/s","n":"gyro_ankle_y"},{"v":"0.76228","u":"deg\/s","n":"gyro_ankle_z"},{"v":"-0.54617","u":"tesla","n":"magnetometer_ankle_x"},{"v":"0.0054617","u":"tesla","n":"magnetometer_ankle_y"},{"v":"0.15517","u":"tesla","n":"magnetometer_ankle_z"},{"v":"-1.9841","u":"m\/s2","n":"acc_arm_x"},{"v":"-9.6963","u":"m\/s2","n":"acc_arm_y"},{"v":"-0.63065","u":"m\/s2","n":"acc_arm_z"},{"v":"-0.6902","u":"deg\/s","n":"gyro_arm_x"},{"v":"-0.2731","u":"deg\/s","n":"gyro_arm_y"},{"v":"-0.44181","u":"deg\/s","n":"gyro_arm_z"},{"v":"0.0035208","u":"tesla","n":"magnetometer_arm_x"},{"v":"0.35208","u":"tesla","n":"magnetometer_arm_y"},{"v":"-1.0865","u":"tesla","n":"magnetometer_arm_z"},{"v":"0","u":"number ","n":"label"}],"bt":"1417890600020"}
1417890600040,{"e":[{"u":"string","n":"subjectId","sv":"subject8"},{"v":"-9.3448","u":"m\/s2","n":"acc_chest_x"},{"v":"-0.94215","u":"m\/s2","n":"acc_chest_y"},{"v":"2.0415","u":"m\/s2","n":"acc_chest_z"},{"v":"0.07954","u":"mV","n":"ecg_lead_1"},{"v":"0.025118","u":"mV","n":"ecg_lead_2"},{"v":"-0.15363","u":"m\/s2","n":"acc_ankle_x"},{"v":"-9.7191","u":"m\/s2","n":"acc_ankle_y"},{"v":"-1.6125","u":"m\/s2","n":"acc_ankle_z"},{"v":"-0.16141","u":"deg\/s","n":"gyro_ankle_x"},{"v":"-0.17073","u":"deg\/s","n":"gyro_ankle_y"},{"v":"0.77603","u":"deg\/s","n":"gyro_ankle_z"},{"v":"-0.36545","u":"tesla","n":"magnetometer_ankle_x"},{"v":"0.37063","u":"tesla","n":"magnetometer_ankle_y"},{"v":"0.1479","u":"tesla","n":"magnetometer_ankle_z"},{"v":"-2.1782","u":"m\/s2","n":"acc_arm_x"},{"v":"-9.5554","u":"m\/s2","n":"acc_arm_y"},{"v":"-0.54027","u":"m\/s2","n":"acc_arm_z"},{"v":"-0.6902","u":"deg\/s","n":"gyro_arm_x"},{"v":"-0.2731","u":"deg\/s","n":"gyro_arm_y"},{"v":"-0.44181","u":"deg\/s","n":"gyro_arm_z"},{"v":"0.18122","u":"tesla","n":"magnetometer_arm_x"},{"v":"0.16887","u":"tesla","n":"magnetometer_arm_y"},{"v":"-1.0811","u":"tesla","n":"magnetometer_arm_z"},{"v":"0","u":"number ","n":"label"}],"bt":"1417890600040"}
1417890600000,{"e":[{"u":"string","n":"subjectId","sv":"subject8"},{"v":"-9.2997","u":"m\/s2","n":"acc_chest_x"},{"v":"-0.671","u":"m\/s2","n":"acc_chest_y"},{"v":"2.2449","u":"m\/s2","n":"acc_chest_z"},{"v":"0.03349","u":"mV","n":"ecg_lead_1"},{"v":"0.025118","u":"mV","n":"ecg_lead_2"},{"v":"-0.56999","u":"m\/s2","n":"acc_ankle_x"},{"v":"-9.8471","u":"m\/s2","n":"acc_ankle_y"},{"v":"-1.5397","u":"m\/s2","n":"acc_ankle_z"},{"v":"-0.14657","u":"deg\/s","n":"gyro_ankle_x"},{"v":"-0.16886","u":"deg\/s","n":"gyro_ankle_y"},{"v":"0.76228","u":"deg\/s","n":"gyro_ankle_z"},{"v":"-0.36545","u":"tesla","n":"magnetometer_ankle_x"},{"v":"0.37063","u":"tesla","n":"magnetometer_ankle_y"},{"v":"0.1479","u":"tesla","n":"magnetometer_ankle_z"},{"v":"-2.1972","u":"m\/s2","n":"acc_arm_x"},{"v":"-9.486","u":"m\/s2","n":"acc_arm_y"},{"v":"-0.5993","u":"m\/s2","n":"acc_arm_z"},{"v":"-0.69412","u":"deg\/s","n":"gyro_arm_x"},{"v":"-0.28131","u":"deg\/s","n":"gyro_arm_y"},{"v":"-0.42457","u":"deg\/s","n":"gyro_arm_z"},{"v":"0.54751","u":"tesla","n":"magnetometer_arm_x"},{"v":"0.89116","u":"tesla","n":"magnetometer_arm_y"},{"v":"-1.081","u":"tesla","n":"magnetometer_arm_z"},{"v":"0","u":"number ","n":"label"}],"bt":"1417890600000"}
1417890600020,{"e":[{"u":"string","n":"subjectId","sv":"subject8"},{"v":"-9.3296","u":"m\/s2","n":"acc_chest_x"},{"v":"-0.6898","u":"m\/s2","n":"acc_chest_y"},{"v":"2.0748","u":"m\/s2","n":"acc_chest_z"},{"v":"0.062794","u":"mV","n":"ecg_lead_1"},{"v":"0.037677","u":"mV","n":"ecg_lead_2"},{"v":"-0.41798","u":"m\/s2","n":"acc_ankle_x"},{"v":"-9.7781","u":"m\/s2","n":"acc_ankle_y"},{"v":"-1.5764","u":"m\/s2","n":"acc_ankle_z"},{"v":"-0.14657","u":"deg\/s","n":"gyro_ankle_x"},{"v":"-0.16886","u":"deg\/s","n":"gyro_ankle_y"},{"v":"0.76228","u":"deg\/s","n":"gyro_ankle_z"},{"v":"-0.54617","u":"tesla","n":"magnetometer_ankle_x"},{"v":"0.0054617","u":"tesla","n":"magnetometer_ankle_y"},{"v":"0.15517","u":"tesla","n":"magnetometer_ankle_z"},{"v":"-1.9841","u":"m\/s2","n":"acc_arm_x"},{"v":"-9.6963","u":"m\/s2","n":"acc_arm_y"},{"v":"-0.63065","u":"m\/s2","n":"acc_arm_z"},{"v":"-0.6902","u":"deg\/s","n":"gyro_arm_x"},{"v":"-0.2731","u":"deg\/s","n":"gyro_arm_y"},{"v":"-0.44181","u":"deg\/s","n":"gyro_arm_z"},{"v":"0.0035208","u":"tesla","n":"magnetometer_arm_x"},{"v":"0.35208","u":"tesla","n":"magnetometer_arm_y"},{"v":"-1.0865","u":"tesla","n":"magnetometer_arm_z"},{"v":"0","u":"number ","n":"label"}],"bt":"1417890600020"}
1417890600040,{"e":[{"u":"string","n":"subjectId","sv":"subject8"},{"v":"-9.3448","u":"m\/s2","n":"acc_chest_x"},{"v":"-0.94215","u":"m\/s2","n":"acc_chest_y"},{"v":"2.0415","u":"m\/s2","n":"acc_chest_z"},{"v":"0.07954","u":"mV","n":"ecg_lead_1"},{"v":"0.025118","u":"mV","n":"ecg_lead_2"},{"v":"-0.15363","u":"m\/s2","n":"acc_ankle_x"},{"v":"-9.7191","u":"m\/s2","n":"acc_ankle_y"},{"v":"-1.6125","u":"m\/s2","n":"acc_ankle_z"},{"v":"-0.16141","u":"deg\/s","n":"gyro_ankle_x"},{"v":"-0.17073","u":"deg\/s","n":"gyro_ankle_y"},{"v":"0.77603","u":"deg\/s","n":"gyro_ankle_z"},{"v":"-0.36545","u":"tesla","n":"magnetometer_ankle_x"},{"v":"0.37063","u":"tesla","n":"magnetometer_ankle_y"},{"v":"0.1479","u":"tesla","n":"magnetometer_ankle_z"},{"v":"-2.1782","u":"m\/s2","n":"acc_arm_x"},{"v":"-9.5554","u":"m\/s2","n":"acc_arm_y"},{"v":"-0.54027","u":"m\/s2","n":"acc_arm_z"},{"v":"-0.6902","u":"deg\/s","n":"gyro_arm_x"},{"v":"-0.2731","u":"deg\/s","n":"gyro_arm_y"},{"v":"-0.44181","u":"deg\/s","n":"gyro_arm_z"},{"v":"0.18122","u":"tesla","n":"magnetometer_arm_x"},{"v":"0.16887","u":"tesla","n":"magnetometer_arm_y"},{"v":"-1.0811","u":"tesla","n":"magnetometer_arm_z"},{"v":"0","u":"number ","n":"label"}],"bt":"1417890600040"}
1417890600000,{"e":[{"u":"string","n":"subjectId","sv":"subject8"},{"v":"-9.2997","u":"m\/s2","n":"acc_chest_x"},{"v":"-0.671","u":"m\/s2","n":"acc_chest_y"},{"v":"2.2449","u":"m\/s2","n":"acc_chest_z"},{"v":"0.03349","u":"mV","n":"ecg_lead_1"},{"v":"0.025118","u":"mV","n":"ecg_lead_2"},{"v":"-0.56999","u":"m\/s2","n":"acc_ankle_x"},{"v":"-9.8471","u":"m\/s2","n":"acc_ankle_y"},{"v":"-1.5397","u":"m\/s2","n":"acc_ankle_z"},{"v":"-0.14657","u":"deg\/s","n":"gyro_ankle_x"},{"v":"-0.16886","u":"deg\/s","n":"gyro_ankle_y"},{"v":"0.76228","u":"deg\/s","n":"gyro_ankle_z"},{"v":"-0.36545","u":"tesla","n":"magnetometer_ankle_x"},{"v":"0.37063","u":"tesla","n":"magnetometer_ankle_y"},{"v":"0.1479","u":"tesla","n":"magnetometer_ankle_z"},{"v":"-2.1972","u":"m\/s2","n":"acc_arm_x"},{"v":"-9.486","u":"m\/s2","n":"acc_arm_y"},{"v":"-0.5993","u":"m\/s2","n":"acc_arm_z"},{"v":"-0.69412","u":"deg\/s","n":"gyro_arm_x"},{"v":"-0.28131","u":"deg\/s","n":"gyro_arm_y"},{"v":"-0.42457","u":"deg\/s","n":"gyro_arm_z"},{"v":"0.54751","u":"tesla","n":"magnetometer_arm_x"},{"v":"0.89116","u":"tesla","n":"magnetometer_arm_y"},{"v":"-1.081","u":"tesla","n":"magnetometer_arm_z"},{"v":"0","u":"number ","n":"label"}],"bt":"1417890600000"}
